timestamp,bfd_pcap,bgp_pcap,bfd_packet_count,bgp_packet_count,bfd_summary,bgp_summary
20260624_013648,evidence/packet_capture/multihop_bfd_20260624_013648.pcap,evidence/packet_capture/bgp_peer_flap_20260624_013648.pcap,347,36,evidence/packet_capture/multihop_bfd_summary_20260624_013648.txt,evidence/packet_capture/bgp_peer_flap_summary_20260624_013648.txt
