timestamp,test_name,blackhole_guard_enabled,r1_r2_link_down,old_next_hop,bgp_non_established_seen_ms,old_next_hop_seen_after_restart,alternate_next_hop_seen_after_restart,blackhole_or_unreachable_seen_after_restart,bird_route_missing_seen_after_restart,stale_or_grace_text_seen,ping_tx,ping_rx,ping_lost,ping_loss_percent,bgp_non_established_line,missing_ping_sequences
20260623_170932,bgp_gr_blackhole_guard,yes,yes,10.0.19.3,114,yes,no,no,yes,no,200,200,0,0,"Name       Proto      Table      State  Since         Info r9         BGP        ---        start  11:39:44.594  Active        Received: Administrative reset",""
