timestamp,mode,test_name,failed_link,old_next_hop,bfd_detect_ms,route_get_ms,kernel_route_ms,bird_route_ms,ping_tx,ping_rx,ping_lost,ping_loss_percent,bfd_first_line,route_get_first_line,kernel_first_line,bird_first_line
20260629_230455,with_bfd,ospf_area_healing_blackhole,hpe-r3_eth3_to_hpe-r4_eth2,10.0.34.3,623,665,672,759,600,589,11,1.83333,"MISSING","10.0.82.2 via 10.0.23.2 dev eth2 src 10.0.23.3 uid 0","10.0.82.0/24 proto bird metric 32  	nexthop via 10.0.13.2 dev eth1 weight 1  	nexthop via 10.0.23.2 dev eth2 weight 1","10.0.82.0/24         unicast [ospf1 17:35:01.630] * IA (150/50) [4.4.4.4] 	via 10.0.13.2 on eth1 weight 1 	via 10.0.23.2 on eth2 weight 1"
