tcpdump: data link type LINUX_SLL2
tcpdump: verbose output suppressed, use -v[v]... for full protocol decode
listening on any, link-type LINUX_SLL2 (Linux cooked v2), snapshot length 262144 bytes
 00:00:00.000000 eth0  Out IP 10.0.34.2 > 224.0.0.5: OSPFv2, Hello, length 48
 00:00:00.364701 eth2  M   IP 10.0.13.2 > 224.0.0.5: OSPFv2, Hello, length 48
 00:00:00.404275 eth3  M   IP 10.0.23.2 > 224.0.0.5: OSPFv2, Hello, length 48
 00:00:00.444661 eth2  Out IP 10.0.13.3 > 224.0.0.5: OSPFv2, Hello, length 48
 00:00:00.444798 eth1  Out IP 10.0.35.2 > 224.0.0.5: OSPFv2, Hello, length 48
 00:00:00.477014 eth0  M   IP 10.0.34.3 > 224.0.0.5: OSPFv2, Hello, length 48
 00:00:00.508128 eth1  M   IP 10.0.35.3 > 224.0.0.5: OSPFv2, Hello, length 48
 00:00:00.841698 eth3  Out IP 10.0.23.3 > 224.0.0.5: OSPFv2, Hello, length 48
 00:00:01.544998 eth2  Out IP 10.0.13.3 > 224.0.0.5: OSPFv2, LS-Update, length 76
 00:00:01.545137 eth3  Out IP 10.0.23.3 > 224.0.0.5: OSPFv2, LS-Update, length 76
 00:00:02.866851 eth2  M   IP 10.0.13.2 > 224.0.0.5: OSPFv2, LS-Ack, length 44
 00:00:02.905189 eth3  M   IP 10.0.23.2 > 224.0.0.5: OSPFv2, LS-Ack, length 44
 00:00:05.365202 eth2  M   IP 10.0.13.2 > 224.0.0.5: OSPFv2, Hello, length 48
 00:00:05.404546 eth3  M   IP 10.0.23.2 > 224.0.0.5: OSPFv2, Hello, length 48
 00:00:05.444757 eth1  Out IP 10.0.35.2 > 224.0.0.5: OSPFv2, Hello, length 48
 00:00:05.444862 eth2  Out IP 10.0.13.3 > 224.0.0.5: OSPFv2, Hello, length 48
 00:00:05.508141 eth1  M   IP 10.0.35.3 > 224.0.0.5: OSPFv2, Hello, length 48
 00:00:05.841806 eth3  Out IP 10.0.23.3 > 224.0.0.5: OSPFv2, Hello, length 48
 00:00:09.170723 eth0  Out IP 10.0.34.2 > 224.0.0.5: OSPFv2, Hello, length 44
 00:00:09.674933 eth2  Out IP 10.0.13.3 > 224.0.0.5: OSPFv2, LS-Update, length 88
 00:00:09.675008 eth3  Out IP 10.0.23.3 > 224.0.0.5: OSPFv2, LS-Update, length 88
 00:00:09.675388 eth2  M   IP 10.0.13.2 > 224.0.0.5: OSPFv2, LS-Update, length 120
 00:00:09.675397 eth3  M   IP 10.0.23.2 > 224.0.0.5: OSPFv2, LS-Update, length 120
 00:00:09.675452 eth3  Out IP 10.0.23.3 > 224.0.0.5: OSPFv2, LS-Update, length 120
 00:00:10.364341 eth2  M   IP 10.0.13.2 > 224.0.0.5: OSPFv2, Hello, length 48
 00:00:10.366769 eth2  M   IP 10.0.13.2 > 224.0.0.5: OSPFv2, LS-Ack, length 44
 00:00:10.405130 eth3  M   IP 10.0.23.2 > 224.0.0.5: OSPFv2, Hello, length 48
 00:00:10.405260 eth3  Out IP 10.0.23.3 > 224.0.0.5: OSPFv2, LS-Ack, length 64
 00:00:10.405339 eth3  M   IP 10.0.23.2 > 224.0.0.5: OSPFv2, LS-Ack, length 44
 00:00:10.444621 eth1  Out IP 10.0.35.2 > 224.0.0.5: OSPFv2, Hello, length 48
 00:00:10.444809 eth2  Out IP 10.0.13.3 > 224.0.0.5: OSPFv2, Hello, length 48
 00:00:10.445991 eth2  Out IP 10.0.13.3 > 224.0.0.5: OSPFv2, LS-Ack, length 64
 00:00:10.477705 eth0  M   IP 10.0.34.3 > 224.0.0.5: OSPFv2, Hello, length 48
 00:00:10.477969 eth0  Out IP 10.0.34.2 > 10.0.34.3: OSPFv2, Database Description, length 32
 00:00:10.478057 eth0  In  IP 10.0.34.3 > 10.0.34.2: OSPFv2, Database Description, length 32
 00:00:10.478115 eth0  Out IP 10.0.34.2 > 10.0.34.3: OSPFv2, Database Description, length 372
 00:00:10.478140 eth0  Out IP 10.0.34.2 > 10.0.34.3: OSPFv2, LS-Update, length 60
 00:00:10.478168 eth0  In  IP 10.0.34.3 > 10.0.34.2: OSPFv2, Database Description, length 372
 00:00:10.478189 eth0  In  IP 10.0.34.3 > 10.0.34.2: OSPFv2, LS-Update, length 60
