timestamp,test_name,old_next_hop,new_next_hop,kernel_monitor_ms,route_get_sample_ms,bird_route_sample_ms,ping_tx,ping_rx,ping_loss_percent
20260623_151142,ospf_r3_r2_failure,10.0.23.2,10.0.13.2,628,631,648,unknown,unknown,unknown
