timestamp,test_name,failed_link,old_next_hop,route_get_ms,kernel_route_ms,bird_route_ms,ping_tx,ping_rx,ping_lost,ping_loss_percent,route_get_first_line,kernel_first_line,bird_first_line,missing_ping_sequences
20260629_225436,ospf_area_healing_r3_r4,hpe-r3_eth3,10.0.34.3,66,852,835,150,140,10,6.66667,"10.0.82.2 via 10.0.23.2 dev eth2 src 10.0.23.3 uid 0","10.0.82.0/24 proto bird metric 32  	nexthop via 10.0.13.2 dev eth1 weight 1  	nexthop via 10.0.23.2 dev eth2 weight 1","10.0.82.0/24         unicast [ospf1 17:24:42.547] * IA (150/50) [4.4.4.4] 	via 10.0.13.2 on eth1 weight 1 	via 10.0.23.2 on eth2 weight 1","11 12 13 14 15 16 17 18 19 20"
