test_name,failed_link,old_next_hop,new_next_hop,kernel_monitor_ms,route_get_sample_ms,bird_route_sample_ms,estimated_ping_tx,ping_rx,failed_or_lost_packets,estimated_ping_loss_percent,explicit_unreachable_packets
ospf_r3_r2_core_link_failure,hpe-r3_eth0_to_hpe-r2,10.0.23.2,10.0.13.2,489,508,508,349,339,10,2.87,1
