tcpdump: data link type LINUX_SLL2
tcpdump: verbose output suppressed, use -v[v]... for full protocol decode
listening on any, link-type LINUX_SLL2 (Linux cooked v2), snapshot length 262144 bytes
 00:00:00.000000 eth3  M   IP 10.0.13.2 > 224.0.0.5: OSPFv2, Hello, length 48
 00:00:00.703764 eth1  Out IP 10.0.34.2 > 224.0.0.5: OSPFv2, Hello, length 48
 00:00:01.088770 eth0  M   IP 10.0.23.2 > 224.0.0.5: OSPFv2, Hello, length 48
 00:00:02.179733 eth2  Out IP 10.0.35.2 > 224.0.0.5: OSPFv2, Hello, length 48
 00:00:02.179863 eth3  Out IP 10.0.13.3 > 224.0.0.5: OSPFv2, Hello, length 48
 00:00:02.179934 eth0  Out IP 10.0.23.3 > 224.0.0.5: OSPFv2, Hello, length 48
 00:00:02.270414 eth0  Out IP 10.0.23.3 > 224.0.0.5: OSPFv2, LS-Update, length 76
 00:00:02.270519 eth3  Out IP 10.0.13.3 > 224.0.0.5: OSPFv2, LS-Update, length 76
 00:00:02.501202 eth3  M   IP 10.0.13.2 > 224.0.0.5: OSPFv2, LS-Ack, length 44
 00:00:03.590359 eth0  M   IP 10.0.23.2 > 224.0.0.5: OSPFv2, LS-Ack, length 44
 00:00:04.279540 eth0  Out IP 10.0.23.3 > 224.0.0.5: OSPFv2, LS-Update, length 92
 00:00:04.279667 eth3  Out IP 10.0.13.3 > 224.0.0.5: OSPFv2, LS-Update, length 92
 00:00:04.356506 eth2  M   IP 10.0.35.3 > 224.0.0.5: OSPFv2, Hello, length 48
 00:00:04.999814 eth3  M   IP 10.0.13.2 > 224.0.0.5: OSPFv2, Hello, length 48
 00:00:05.000981 eth3  M   IP 10.0.13.2 > 224.0.0.5: OSPFv2, LS-Ack, length 64
 00:00:05.770835 eth0  M   IP 10.0.23.2 > 224.0.0.5: OSPFv2, LS-Update, length 60
 00:00:05.771007 eth3  Out IP 10.0.13.3 > 224.0.0.5: OSPFv2, LS-Update, length 60
 00:00:05.771066 eth3  M   IP 10.0.13.2 > 224.0.0.5: OSPFv2, LS-Update, length 60
 00:00:06.088452 eth0  M   IP 10.0.23.2 > 224.0.0.5: OSPFv2, Hello, length 48
 00:00:06.090624 eth0  M   IP 10.0.23.2 > 224.0.0.5: OSPFv2, LS-Ack, length 64
 00:00:06.531918 eth0  M   IP 10.0.23.2 > 224.0.0.5: OSPFv2, LS-Update, length 92
 00:00:06.531943 eth3  M   IP 10.0.13.2 > 224.0.0.5: OSPFv2, LS-Update, length 92
 00:00:06.532127 eth0  Out IP 10.0.23.3 > 224.0.0.5: OSPFv2, LS-Update, length 92
 00:00:06.858040 eth2  M   IP 10.0.35.3 > 224.0.0.5: OSPFv2, LS-Update, length 60
